id,skin_name,weapon_name,stat_trak,factory_new_price,quality,price_bin
660,Polar Mesh,Nova,0,0.08,0,0
661,Ghost Camo,Nova,1,5.86,2,1
662,Sobek's Bite,Nova,0,12.8,3,2
663,Exo,Nova,1,0.91,2,0
664,Brake Light,Sawed-Off,0,0.89,2,0
665,Copper,Sawed-Off,0,125.08,2,3
666,Amber Fade,Sawed-Off,0,0.52,2,0
667,Black Sand,Sawed-Off,1,0.81,2,0
668,The Kraken,Sawed-Off,1,47.37,5,3
669,Highwayman,Sawed-Off,1,7.94,3,2
670,Parched,Sawed-Off,0,1.06,0,0
671,Mosaico,Sawed-Off,0,34.93,1,3
672,Morris,Sawed-Off,1,0.91,2,0
673,Devourer,Sawed-Off,1,32.44,4,3
674,Snake Camo,Sawed-Off,0,0.18,1,0
675,Jungle Thicket,Sawed-Off,0,4.39,0,1
676,Irradiated Alert,Sawed-Off,0,14.34,0,2
677,Rust Coat,Sawed-Off,0,22.66,1,2
678,Apocalypto,Sawed-Off,1,3.95,3,1
679,Forest DDPAT,Sawed-Off,0,0.05,0,0
681,Limelight,Sawed-Off,1,6.52,3,1
682,Wasteland Princess,Sawed-Off,1,17.73,4,2
683,Full Stop,Sawed-Off,0,0.51,2,0
685,Zander,Sawed-Off,1,1.57,2,0
686,Kiss♥Love,Sawed-Off,1,28.94,4,2
687,Orange DDPAT,Sawed-Off,1,169.37,3,3
688,Serenity,Sawed-Off,1,7.36,3,2
689,Sage Spray,Sawed-Off,0,5.97,0,1
690,Clay Ambush,Sawed-Off,0,0.58,0,0
691,Yorick,Sawed-Off,1,1.53,2,0
692,Bamboo Shadow,Sawed-Off,0,4.44,0,1
693,First Class,Sawed-Off,0,42.23,2,3
694,Origami,Sawed-Off,1,0.79,2,0
695,Spirit Board,Sawed-Off,1,0.85,2,0
696,Frost Borre,XM1014,0,129.77,2,3
699,Entombed,XM1014,1,18.63,4,2
700,Heaven Guard,XM1014,1,23.92,3,2
701,Fallout Warning,XM1014,0,190.58,1,3
702,Ancient Lore,XM1014,0,52.49,3,3
703,Blue Tire,XM1014,0,1.13,0,0
705,Watchdog,XM1014,1,22.96,2,2
706,Slipstream,XM1014,1,1.29,2,0
708,Banana Leaf,XM1014,0,24.59,1,2
709,Blue Steel,XM1014,0,0.22,1,0
710,Zombie Offensive,XM1014,1,2.89,3,1
711,Quicksilver,XM1014,1,1.71,2,0
712,Scumbria,XM1014,1,2.9,2,1
713,Teclu Burner,XM1014,1,8.34,3,2
714,Urban Perforated,XM1014,0,8.53,0,2
715,VariCamo Blue,XM1014,0,16.27,2,2
716,Red Leather,XM1014,0,55.27,2,3
717,Tranquility,XM1014,1,89.84,4,3
719,Bone Machine,XM1014,0,8.21,2,2
720,Oxide Blaze,XM1014,1,0.66,2,0
721,Black Tie,XM1014,1,12.26,3,2
722,Seasons,XM1014,1,6.52,3,1
723,Ziggy,XM1014,1,4.28,3,1
724,XOXO,XM1014,1,25.5,4,2
726,Hieroglyph,XM1014,0,0.15,0,0
727,Elegant Vines,XM1014,0,69.53,3,3
729,CaliCamo,XM1014,0,0.1,1,0
730,Charter,XM1014,0,0.8,0,0
731,Humidor,M249,0,21.97,2,2
732,Downtown,M249,1,4.23,3,1
733,Magma,M249,1,2.67,2,1
734,Warbird,M249,1,3.03,2,1
735,Emerald Poison Dart,M249,1,5.94,3,1
736,System Lock,M249,1,2.03,2,1
737,Nebula Crusader,M249,1,11.63,3,2
738,O.S.I.P.R.,M249,1,1.61,2,0
739,Midnight Palm,M249,0,5.49,1,1
740,Spectre,M249,1,1.02,2,0
741,Jungle DDPAT,M249,0,24.48,0,2
742,Contrast Spray,M249,0,4.98,0,1
743,Aztec,M249,1,4.31,3,1
745,Gator Mesh,M249,0,0.11,1,0
746,Predator,M249,0,1.27,0,0
747,Shipping Forecast,M249,0,20.96,1,2
748,Blizzard Marbleized,M249,0,251.7,1,4
749,Deep Relief,M249,1,2.53,2,1
751,Submerged,M249,0,0.13,0,0
752,Infrastructure,Negev,0,14.57,2,2
753,Boroque Sand,Negev,0,4.54,0,1
755,Nuclear Waste,Negev,0,2.8,1,1
756,Lionfish,Negev,1,3.3,3,1
758,dev_texture,Negev,1,3.32,3,1
759,Desert-Strike,Negev,1,0.81,2,0
760,Bratatat,Negev,1,25.94,2,2
762,Palm,Negev,0,82.51,1,3
763,Power Loader,Negev,1,31.99,3,3
765,Bulkhead,Negev,0,0.1,1,0
766,Terrain,Negev,1,1.39,2,0
767,Phoenix Stencil,Negev,0,14.97,2,2
769,Prototype,Negev,1,1.02,2,0
770,CaliCamo,Negev,0,11.53,1,2
771,Army Sheen,Negev,0,0.04,0,0
772,Drop Me,Negev,1,1.06,2,0
773,Ultralight,Negev,1,0.66,2,0
774,Jaguar,AK-47,1,699.22,5,4
775,Head Shot,AK-47,1,211.25,5,4
776,Neon Rider,AK-47,1,389.47,5,4
777,Red Laminate,AK-47,1,1546.33,4,4
778,Rat Rod,AK-47,1,36.95,3,3
780,Legion of Anubis,AK-47,1,64.72,5,3
781,Point Disarray,AK-47,1,87.77,4,3
782,Aquamarine Revenge,AK-47,1,299.67,5,4
783,Frontside Misty,AK-47,1,153.56,4,3
784,Baroque Purple,AK-47,0,16.22,1,2
785,Black Laminate,AK-47,0,204.83,2,4
787,Blue Laminate,AK-47,1,44.92,3,3
788,Nightwish,AK-47,1,173.75,5,3
790,Neon Revolution,AK-47,1,165.53,5,3
792,Orbit Mk01,AK-47,1,68.85,3,3
793,Jungle Spray,AK-47,0,138.73,1,3
794,Uncharted,AK-47,1,5.3,2,1
795,Asiimov,AK-47,1,567.5,5,4
797,Predator,AK-47,0,53.32,1,3
799,First Class,AK-47,0,159.72,3,3
800,Jet Set,AK-47,0,1053.83,4,4
801,Green Laminate,AK-47,0,26.15,2,2
802,Slate,AK-47,1,43.72,3,3
803,Bloodsport,AK-47,1,314.71,5,4
805,The Empress,AK-47,1,338.45,5,4
806,Elite Build,AK-47,1,24.32,2,2
807,Panthera onca,AK-47,0,359.38,4,4
808,Emerald Pinstripe,AK-47,0,9.21,3,2
809,Steel Delta,AK-47,0,2.9,2,1
810,Safari Mesh,AK-47,0,2.14,1,1
813,Ice Coaled,AK-47,1,55.46,4,3
814,Cartel,AK-47,1,94.49,4,3
815,Leet Museo,AK-47,1,180.82,5,3
816,Phantom Disruptor,AK-47,1,36.07,4,3
817,Case Hardened,AK-47,1,1205.36,4,4
819,Safety Net,AK-47,0,8.46,3,2
820,Navy Murano,AUG,0,4.85,0,1
821,Arctic Wolf,AUG,1,20.96,3,2
822,Tom Cat,AUG,1,1.34,2,0
823,Syd Mead,AUG,1,20.65,4,2
824,Carved Jade,AUG,0,20.65,2,2
825,Sweeper,AUG,0,0.05,0,0
826,Chameleon,AUG,1,24.97,5,2
827,Torque,AUG,1,18.12,3,2
828,Spalted Wood,AUG,0,5.72,1,1
829,Snake Pit,AUG,0,0.12,0,0
831,Death by Puppy,AUG,1,29.85,4,2
832,Wings,AUG,1,26.7,2,2
833,Surveillance,AUG,0,0.79,0,0
834,Fleet Flock,AUG,1,26.97,4,2
835,Sand Storm,AUG,0,72.2,3,3
837,Amber Slipstream,AUG,1,1.14,2,0
838,Ricochet,AUG,1,2.59,2,1
839,Bengal Tiger,AUG,1,97.74,4,3
841,Condemned,AUG,0,0.26,1,0
842,Daedalus,AUG,0,5.14,0,1
843,Momentum,AUG,1,62.1,4,3
845,Aristocrat,AUG,1,7.06,3,2
846,Flame Jörmungandr,AUG,0,339.2,3,4
847,Plague,AUG,1,4.44,2,1
848,Stymphalian,AUG,1,17.41,4,2
849,Triqua,AUG,1,2.53,2,1
850,Radiation Hazard,AUG,0,2.48,1,1
852,Midnight Lily,AUG,0,347.73,3,4
853,Amber Fade,AUG,0,1.49,2,0
855,Random Access,AUG,0,4.64,3,1
857,BOOM,AWP,1,1033.06,4,4
858,Black Nile,AWP,0,5.99,2,1
859,Graphite,AWP,1,486.28,4,4
860,Neo-Noir,AWP,1,86.24,5,3
863,Mortis,AWP,1,16.65,4,2
864,Elite Build,AWP,1,82.65,4,3
865,PAW,AWP,1,14.01,3,2
867,Fade,AWP,0,1337.63,5,4
869,Safari Mesh,AWP,0,1.27,1,0
870,Lightning Strike,AWP,1,988.51,5,4
872,Snake Camo,AWP,0,277.69,2,4
873,Silk Tiger,AWP,0,343.77,4,4
874,Exoskeleton,AWP,1,33.37,3,3
875,Phobos,AWP,1,6.13,3,1
876,Sun in Leo,AWP,0,37.43,1,3
877,Chromatic Aberration,AWP,1,57.1,5,3
878,Duality,AWP,1,38.66,4,3
879,Atheris,AWP,1,44.44,3,3
880,POP AWP,AWP,0,7.74,3,2
881,Corticera,AWP,1,115.23,4,3
882,Capillary,AWP,1,10.56,2,2
883,Oni Taiji,AWP,1,973.67,5,4
884,Fever Dream,AWP,1,34.39,4,3
885,Worm God,AWP,1,7.39,3,2
887,Hyper Beast,AWP,1,292.1,5,4
888,Wildfire,AWP,1,332.9,5,4
889,Containment Breach,AWP,1,1426.04,5,4
891,Pink DDPAT,AWP,0,119.62,3,3
892,Electric Hive,AWP,1,132.8,4,3
893,Acheron,AWP,0,1.73,2,0
897,ZX Spectron,FAMAS,1,22.0,3,2
898,Spitfire,FAMAS,0,217.69,3,4
899,Prime Conspiracy,FAMAS,0,91.82,3,3
901,Faulty Wiring,FAMAS,0,1.14,0,0
902,Commemoration,FAMAS,1,63.98,5,3
903,Valence,FAMAS,1,16.17,3,2
904,Survivor Z,FAMAS,1,1.67,2,0
906,Teardown,FAMAS,0,0.63,2,0
907,Hexane,FAMAS,1,8.59,2,2
908,Pulse,FAMAS,1,14.45,3,2
909,Meow 36,FAMAS,1,1.51,2,0
910,Eye of Athena,FAMAS,1,35.08,4,3
911,Mecha Industries,FAMAS,1,22.93,4,2
912,Djinn,FAMAS,1,29.07,4,2
913,CaliCamo,FAMAS,0,3.44,1,1
914,Rapid Eye Movement,FAMAS,1,21.32,4,2
915,Afterimage,FAMAS,1,47.47,4,3
916,Waters of Nephthys,FAMAS,0,126.97,4,3
917,Decommissioned,FAMAS,1,2.53,2,1
919,Sundown,FAMAS,0,121.63,2,3
920,Meltdown,FAMAS,0,36.15,4,3
921,Contrast Spray,FAMAS,0,79.3,0,3
922,Roll Cage,FAMAS,1,96.09,5,3
923,Crypsis,FAMAS,1,1.74,2,0
924,Macabre,FAMAS,1,5.88,2,1
925,Cyanospatter,FAMAS,0,0.72,1,0
927,Night Borre,FAMAS,0,6.83,0,1
928,Styx,FAMAS,0,10.17,3,2
929,Neural Net,FAMAS,1,5.44,3,1
930,Digital Mesh,G3SG1,1,2.42,2,1
931,Desert Storm,G3SG1,0,0.08,0,0
932,Chronos,G3SG1,0,263.8,3,4
933,Murky,G3SG1,1,2.13,2,1
934,VariCamo,G3SG1,0,0.11,1,0
935,Ancient Ritual,G3SG1,0,3.7,1,1
936,Scavenger,G3SG1,1,3.47,3,1
937,Orange Kimono,G3SG1,0,4.32,0,1
938,Polar Camo,G3SG1,0,0.12,0,0
940,Black Sand,G3SG1,1,2.8,2,1
941,Violet Murano,G3SG1,0,30.19,2,3
942,Jungle Dashed,G3SG1,0,0.07,0,0
943,Keeping Tabs,G3SG1,1,3.95,2,1
945,Demeter,G3SG1,1,52.25,2,3
946,Hunter,G3SG1,1,1.17,2,0
947,Ventilator,G3SG1,1,0.89,2,0
948,High Seas,G3SG1,1,8.5,3,2
949,Orange Crash,G3SG1,1,1.02,2,0
950,Azure Zebra,G3SG1,1,5.56,2,1
951,New Roots,G3SG1,0,27.96,2,2
952,Stinger,G3SG1,1,3.56,3,1
953,Arctic Camo,G3SG1,0,102.37,1,3
954,Safari Mesh,G3SG1,0,18.24,0,2
955,Dream Glade,G3SG1,1,3.06,3,1
957,Flux,G3SG1,1,69.23,4,3
958,Amber Fade,Galil AR,0,28.25,2,2
961,Destroyer,Galil AR,1,0.76,2,0
962,Kami,Galil AR,1,6.08,2,1
963,Chromatic Aberration,Galil AR,1,29.94,4,2
965,Cold Fusion,Galil AR,0,0.31,1,0
966,Stone Cold,Galil AR,1,25.5,3,2
967,Hunting Blind,Galil AR,0,4.26,0,1
968,Akoben,Galil AR,1,2.04,2,1
970,Sage Spray,Galil AR,0,0.13,0,0
971,Shattered,Galil AR,1,98.57,2,3
972,Aqua Terrace,Galil AR,0,123.4,2,3
973,Firefight,Galil AR,1,8.2,3,2
974,Urban Rubble,Galil AR,0,16.54,1,2
975,Winter Forest,Galil AR,0,579.64,1,4
976,VariCamo,Galil AR,0,0.11,1,0
977,Dusk Ruins,Galil AR,0,16.96,2,2
978,Signal,Galil AR,1,3.78,3,1
979,Connexion,Galil AR,1,3.89,3,1
980,Vandal,Galil AR,1,6.93,2,1
981,Cerberus,Galil AR,0,77.89,3,3
982,Crimson Tsunami,Galil AR,1,8.85,3,2
983,Rocket Pop,Galil AR,1,18.66,2,2
985,CAUTION!,Galil AR,0,69.81,3,3
986,Phoenix Blacklight,Galil AR,0,76.63,3,3
987,Sugar Rush,Galil AR,1,166.91,4,3
989,Black Sand,Galil AR,1,2.81,2,1
990,Orange DDPAT,Galil AR,1,839.31,3,4
991,Nightmare,M4A1-S,1,116.27,4,3
992,Emphorosaur-S,M4A1-S,1,13.25,3,2
993,Master Piece,M4A1-S,0,497.11,4,4
994,Hyper Beast,M4A1-S,1,480.13,5,4
995,Night Terror,M4A1-S,1,7.33,3,2
996,Chantico's Fire,M4A1-S,1,367.07,5,4
997,Basilisk,M4A1-S,1,45.43,3,3
998,Blue Phosphor,M4A1-S,0,748.68,4,4
999,Moss Quartz,M4A1-S,0,69.84,1,3
1000,Hot Rod,M4A1-S,0,1010.32,4,4
1001,Golden Coil,M4A1-S,1,498.96,5,4
1002,Printstream,M4A1-S,1,1152.38,5,4
1004,Blood Tiger,M4A1-S,1,17.8,2,2
1005,Briefing,M4A1-S,1,41.43,2,3
1006,Mud-Spec,M4A1-S,0,1.27,1,0
1008,Player Two,M4A1-S,1,223.94,5,4
1009,Boreal Forest,M4A1-S,0,2.04,1,1
1011,VariCamo,M4A1-S,0,1.19,2,0
1014,Flashback,M4A1-S,1,16.0,3,2
1017,Leaded Glass,M4A1-S,1,34.48,4,3
1018,Control Panel,M4A1-S,0,63.98,4,3
1019,Decimator,M4A1-S,1,92.05,4,3
1020,Mecha Industries,M4A1-S,1,213.28,5,4
1021,Fizzy POP,M4A1-S,0,2.48,2,1
1022,Atomic Alloy,M4A1-S,1,165.84,4,3
1023,Icarus Fell,M4A1-S,0,556.38,3,4
1024,Guardian,M4A1-S,1,91.83,4,3
1025,Cyrex,M4A1-S,1,135.14,5,3
1026,In Living Color,M4A4,1,86.37,5,3
1027,The Coalition,M4A4,0,389.31,5,4
1028,Global Offensive,M4A4,0,23.47,2,2
1029,Radiation Hazard,M4A4,0,581.76,2,4
1030,Bullet Rain,M4A4,1,191.95,5,3
1031,Cyber Security,M4A4,1,112.79,4,3
1033,Tooth Fairy,M4A4,1,18.52,4,2
1034,龍王 (Dragon King),M4A4,1,72.48,4,3
1035,Temukau,M4A4,1,353.38,5,4
1037,Desolate Space,M4A4,1,89.51,4,3
1038,The Battlestar,M4A4,1,48.77,5,3
1039,Spider Lily,M4A4,1,58.45,3,3
1040,Griffin,M4A4,1,17.41,3,2
1041,Faded Zebra,M4A4,1,79.8,2,3
1042,Buzz Kill,M4A4,1,83.45,5,3
1043,Converter,M4A4,0,0.91,2,0
1044,Urban DDPAT,M4A4,0,3.28,1,1
1045,Poseidon,M4A4,0,1669.16,4,4
1046,Neo-Noir,M4A4,1,96.03,5,3
1047,Desert-Strike,M4A4,1,28.86,5,2
1048,Royal Paladin,M4A4,1,305.9,5,4
1050,X-Ray,M4A4,1,87.16,5,3
1051,Jungle Tiger,M4A4,0,78.84,1,3
1053,The Emperor,M4A4,1,415.27,5,4
1054,Red DDPAT,M4A4,0,100.14,3,3
1055,Evil Daimyo,M4A4,1,17.14,3,2
1056,Zirka,M4A4,1,144.56,3,3
1057,Mainframe,M4A4,0,0.11,1,0
1058,Desert Storm,M4A4,0,45.91,1,3
1059,Daybreak,M4A4,0,278.19,3,4
1060,Eye of Horus,M4A4,0,933.16,5,4
1061,Poly Mag,M4A4,1,2.57,2,1
1062,Modern Hunter,M4A4,0,358.18,3,4
1063,Magnesium,M4A4,1,10.9,2,2
1064,Dark Blossom,M4A4,0,24.85,1,2
1065,Hellfire,M4A4,1,161.95,4,3
1066,Magna Carta,SCAR-20,0,22.95,2,2
1067,Green Marine,SCAR-20,1,1.49,2,0
1068,Fragments,SCAR-20,1,0.88,2,0
1069,Assault,SCAR-20,1,0.78,2,0
1070,Poultrygeist,SCAR-20,1,0.67,2,0
1071,Grotto,SCAR-20,1,1.42,2,0
1072,Bloodsport,SCAR-20,1,19.95,4,2
1073,Crimson Web,SCAR-20,1,56.9,2,3
1074,Outbreak,SCAR-20,1,1.32,2,0
1076,Sand Mesh,SCAR-20,0,0.08,0,0
1077,Brass,SCAR-20,0,132.35,2,3
1078,Jungle Slipstream,SCAR-20,1,0.64,2,0
1082,Stone Mosaico,SCAR-20,0,4.39,0,1
1083,Cardiac,SCAR-20,1,68.79,4,3
1084,Cyrex,SCAR-20,1,135.76,4,3
1085,Torn,SCAR-20,1,2.29,2,1
1086,Powercore,SCAR-20,1,5.29,3,1
1087,Carbon Fiber,SCAR-20,0,0.15,1,0
1088,Palm,SCAR-20,0,59.9,1,3
1089,Enforcer,SCAR-20,1,5.05,3,1
1090,Army Sheen,SCAR-20,0,3.96,0,1
1091,Blueprint,SCAR-20,1,1.13,2,0
1092,Cyrex,SG 553,1,52.11,4,3
1093,Army Sheen,SG 553,0,0.04,0,0
1096,Colony IV,SG 553,1,105.96,4,3
1097,Phantom,SG 553,1,3.74,3,1
1098,Cyberforce,SG 553,1,1.4,2,0
1099,Traveler,SG 553,0,18.02,1,2
1100,Gator Mesh,SG 553,0,11.98,1,2
1101,Damascus Steel,SG 553,0,1.17,2,0
1102,Fallout Warning,SG 553,0,2.8,1,1
1103,Ol' Rusty,SG 553,1,0.67,2,0
1106,Hypnotic,SG 553,0,44.4,3,3
1107,Barricade,SG 553,0,6.99,0,1
1108,Wave Spray,SG 553,1,66.25,2,3
1109,Dragon Tech,SG 553,1,4.37,3,1
1110,Aerial,SG 553,1,0.92,2,0
1111,Danger Close,SG 553,1,1.24,2,0
1112,Integrale,SG 553,0,131.32,4,3
1113,Heavy Metal,SG 553,1,1.82,2,1
1114,Tiger Moth,SG 553,1,7.09,3,2
1115,Atlas,SG 553,1,1.2,2,0
1116,Waves Perforated,SG 553,0,0.09,0,0
1118,Aloha,SG 553,1,0.69,2,0
1119,Triarch,SG 553,1,5.48,3,1
1120,Desert Blossom,SG 553,0,17.48,2,2
1122,Darkwing,SG 553,1,7.65,3,2
1123,Lush Ruins,SG 553,0,0.79,0,0
1124,Hazard Pay,SG 553,0,315.69,4,4
1125,Bleached,SG 553,0,1.16,0,0
1126,Dragonfire,SSG 08,1,87.71,5,3
1127,Prey,SSG 08,0,0.67,0,0
1128,Sea Calico,SSG 08,0,394.3,3,4
1130,Parallax,SSG 08,1,16.75,3,2
1131,Necropos,SSG 08,1,6.95,2,1
1132,Orange Filigree,SSG 08,0,30.45,2,3
1133,Big Iron,SSG 08,1,58.99,4,3
1136,Mainframe 001,SSG 08,1,1.39,2,0
1137,Mayan Dreams,SSG 08,0,46.85,1,3
1138,Death Strike,SSG 08,0,722.35,4,4
1140,Death's Head,SSG 08,1,21.78,3,2
1141,Azure Glyph,SSG 08,0,0.68,1,0
1142,Lichen Dashed,SSG 08,0,35.72,0,3
1144,Jungle Dashed,SSG 08,0,4.08,0,1
1145,Acid Fade,SSG 08,0,0.93,2,0
1146,Abyss,SSG 08,1,10.32,2,2
1147,Threat Detected,SSG 08,0,22.85,2,2
1148,Ghost Crusader,SSG 08,1,14.72,3,2
1150,Blood in the Water,SSG 08,1,468.74,5,4
1151,Tropical Storm,SSG 08,0,88.89,1,3
1152,Spring Twilly,SSG 08,0,1.43,2,0
1153,Hand Brake,SSG 08,0,1.0,2,0
1154,Carbon Fiber,SSG 08,0,3.78,1,1
1155,Fever Dream,SSG 08,1,7.41,3,2
1156,Turbo Peek,SSG 08,1,53.91,4,3
1157,Detour,SSG 08,0,20.21,2,2
1161,Bright Water,Bayonet,1,423.97,5,4
1162,Gamma Doppler,Bayonet,1,1262.75,5,4
1164,Damascus Steel,Bayonet,1,545.4,5,4
1165,Fade,Bayonet,1,947.32,5,4
1168,Doppler,Bayonet,1,821.13,5,4
1170,Lore,Bayonet,1,1119.01,5,4
1173,Marble Fade,Bayonet,1,798.59,5,4
1178,Slaughter,Bayonet,1,1033.16,5,4
1179,Tiger Tooth,Bayonet,1,664.83,5,4
1180,Freehand,Bayonet,1,678.4,5,4
1183,Black Laminate,Bayonet,1,557.96,5,4
1184,Lore,Bowie Knife,1,649.11,5,4
1187,Damascus Steel,Bowie Knife,1,284.75,5,4
1188,Gamma Doppler,Bowie Knife,1,496.11,5,4
1190,Marble Fade,Bowie Knife,1,425.63,5,4
1192,Slaughter,Bowie Knife,1,485.61,5,4
1196,Autotronic,Bowie Knife,1,549.03,5,4
1197,Black Laminate,Bowie Knife,1,424.53,5,4
1198,Freehand,Bowie Knife,1,272.5,5,4
1199,Bright Water,Bowie Knife,1,204.0,5,3
1200,Doppler,Bowie Knife,1,554.99,5,4
1204,Tiger Tooth,Bowie Knife,1,416.53,5,4
1206,Fade,Bowie Knife,1,631.88,5,4
1210,Damascus Steel,Butterfly Knife,1,1597.69,5,4
1216,Freehand,Butterfly Knife,1,1492.36,5,4
1235,Blue Steel,Classic Knife,1,927.31,5,4
1238,Slaughter,Classic Knife,1,463.64,5,4
1240,Fade,Classic Knife,1,912.22,5,4
1246,Case Hardened,Classic Knife,1,669.82,5,4
1247,Marble Fade,Falchion Knife,1,394.3,5,4
1249,Lore,Falchion Knife,1,368.33,5,4
1252,Gamma Doppler,Falchion Knife,1,581.02,5,4
1253,Autotronic,Falchion Knife,1,413.19,5,4
1254,Tiger Tooth,Falchion Knife,1,330.74,5,4
1257,Bright Water,Falchion Knife,1,213.23,5,4
1258,Fade,Falchion Knife,1,510.01,5,4
1263,Slaughter,Falchion Knife,1,458.94,5,4
1264,Doppler,Falchion Knife,1,589.67,5,4
1269,Freehand,Falchion Knife,1,225.75,5,4
1270,Damascus Steel,Falchion Knife,1,278.18,5,4
1274,Marble Fade,Flip Knife,1,693.74,5,4
1276,Slaughter,Flip Knife,1,549.23,5,4
1279,Black Laminate,Flip Knife,1,509.92,5,4
1280,Tiger Tooth,Flip Knife,1,463.88,5,4
1281,Damascus Steel,Flip Knife,1,363.17,5,4
1282,Bright Water,Flip Knife,1,316.53,5,4
1283,Gamma Doppler,Flip Knife,1,787.6,5,4
1285,Doppler,Flip Knife,1,617.02,5,4
1287,Fade,Flip Knife,1,1024.32,5,4
1291,Lore,Flip Knife,1,699.42,5,4
1292,Autotronic,Flip Knife,1,1235.68,5,4
1293,Freehand,Flip Knife,1,315.28,5,4
1297,Marble Fade,Gut Knife,1,255.01,5,4
1299,Bright Water,Gut Knife,1,168.46,5,3
1301,Tiger Tooth,Gut Knife,1,219.61,5,4
1302,Gamma Doppler,Gut Knife,1,354.6,5,4
1303,Freehand,Gut Knife,1,162.27,5,3
1304,Damascus Steel,Gut Knife,1,189.66,5,3
1305,Stained,Gut Knife,1,198.78,5,3
1307,Doppler,Gut Knife,1,258.72,5,4
1308,Slaughter,Gut Knife,1,349.48,5,4
1310,Lore,Gut Knife,1,483.13,5,4
1311,Autotronic,Gut Knife,1,588.99,5,4
1312,Fade,Gut Knife,1,360.19,5,4
1315,Blue Steel,Gut Knife,1,1340.93,5,4
1321,Black Laminate,Gut Knife,1,265.04,5,4
1322,Doppler,Huntsman Knife,1,645.28,5,4
1323,Lore,Huntsman Knife,1,533.2,5,4
1325,Damascus Steel,Huntsman Knife,1,330.1,5,4
1329,Gamma Doppler,Huntsman Knife,1,606.05,5,4
1331,Autotronic,Huntsman Knife,1,474.89,5,4
1335,Fade,Huntsman Knife,1,690.85,5,4
1337,Slaughter,Huntsman Knife,1,853.12,5,4
1338,Black Laminate,Huntsman Knife,1,598.94,5,4
1342,Bright Water,Huntsman Knife,1,212.81,5,4
1343,Marble Fade,Huntsman Knife,1,512.56,5,4
1344,Tiger Tooth,Huntsman Knife,1,398.3,5,4
1345,Freehand,Huntsman Knife,1,255.08,5,4
1351,Bright Water,Karambit,1,959.76,5,4
1357,Tiger Tooth,Karambit,1,1430.48,5,4
1358,Doppler,Karambit,1,1730.31,5,4
1371,Freehand,Karambit,1,960.96,5,4
1375,Urban Masked,Kukri Knife,1,1498.1,5,4
1380,Slaughter,Kukri Knife,1,1089.78,5,4
1386,Tiger Tooth,M9 Bayonet,1,1350.97,5,4
1388,Marble Fade,M9 Bayonet,1,1559.61,5,4
1396,Blue Steel,M9 Bayonet,1,1286.05,5,4
1399,Freehand,M9 Bayonet,1,918.03,5,4
1401,Damascus Steel,M9 Bayonet,1,1247.8,5,4
1404,Doppler,M9 Bayonet,1,1647.76,5,4
1406,Bright Water,M9 Bayonet,1,1131.03,5,4
1410,Marble Fade,Navaja Knife,1,222.55,5,4
1412,Tiger Tooth,Navaja Knife,1,182.68,5,3
1415,Damascus Steel,Navaja Knife,1,134.45,5,3
1416,Doppler,Navaja Knife,1,267.99,5,4
1418,Fade,Navaja Knife,1,349.61,5,4
1421,Stained,Navaja Knife,1,240.17,5,4
1423,Slaughter,Navaja Knife,1,249.55,5,4
1425,Blue Steel,Navaja Knife,1,191.86,5,3
1429,Slaughter,Nomad Knife,1,648.19,5,4
1433,Scorched,Nomad Knife,1,549.03,5,4
1436,Fade,Nomad Knife,1,1112.77,5,4
1438,Case Hardened,Nomad Knife,1,891.14,5,4
1442,Case Hardened,Paracord Knife,1,799.8,5,4
1443,Fade,Paracord Knife,1,600.17,5,4
1448,Blue Steel,Paracord Knife,1,530.08,5,4
1454,Slaughter,Paracord Knife,1,460.12,5,4
1456,Marble Fade,Shadow Daggers,1,245.73,5,4
1459,Case Hardened,Shadow Daggers,1,450.67,5,4
1461,Stained,Shadow Daggers,1,297.04,5,4
1462,Tiger Tooth,Shadow Daggers,1,206.03,5,4
1464,Gamma Doppler,Shadow Daggers,1,298.46,5,4
1465,Fade,Shadow Daggers,1,349.11,5,4
1467,Autotronic,Shadow Daggers,1,258.29,5,4
1468,Freehand,Shadow Daggers,1,197.28,5,3
1469,Black Laminate,Shadow Daggers,1,204.0,5,3
1472,Bright Water,Shadow Daggers,1,137.78,5,3
1473,Slaughter,Shadow Daggers,1,256.07,5,4
1476,Damascus Steel,Shadow Daggers,1,159.39,5,3
1477,Doppler,Shadow Daggers,1,315.27,5,4
1478,Blue Steel,Shadow Daggers,1,319.92,5,4
1479,Lore,Shadow Daggers,1,388.42,5,4
1489,Slaughter,Skeleton Knife,1,1108.76,5,4
1491,Scorched,Skeleton Knife,1,1546.33,5,4
1501,Fade,Stiletto Knife,1,1023.79,5,4
1504,Marble Fade,Stiletto Knife,1,700.26,5,4
1506,Slaughter,Stiletto Knife,1,828.3,5,4
1507,Case Hardened,Stiletto Knife,1,892.85,5,4
1510,Doppler,Stiletto Knife,1,746.48,5,4
1511,Tiger Tooth,Stiletto Knife,1,574.84,5,4
1514,Fade,Survival Knife,1,533.2,5,4
1516,Stained,Survival Knife,1,303.13,5,4
1518,Blue Steel,Survival Knife,1,352.37,5,4
1520,Slaughter,Survival Knife,1,345.1,5,4
1521,Boreal Forest,Survival Knife,1,798.59,5,4
1525,Urban Masked,Talon Knife,1,1112.77,5,4
1526,Slaughter,Talon Knife,1,1167.37,5,4
1527,Stained,Talon Knife,1,1747.91,5,4
